wealth,age,educ,marry
152483.,41,4,1
2520.,22,2,0
330459.,57,2,1
699864.,61,3,1
19427.,37,4,1
72797.,71,4,1
22624.,24,4,0
231474.,50,3,1
66525.,34,5,1
853559.,39,2,1
1862.,26,3,1
32333.,50,2,0
119328.,27,4,0
605840.,51,3,1
60444.,41,5,1
27775.,38,2,0
17762.,68,1,1
151422.,50,2,0
86833.,30,2,1
732712.,58,4,1
21944.,33,4,1
175130.,57,3,1
6945.,28,2,0
1541142.,53,3,1
20104.,63,3,0
1082559.,56,5,1
57586.,52,5,1
33873.,25,4,0
20168.,45,2,0
17340.,30,2,0
262406.,60,3,0
74310.,49,3,1
118149.,61,4,0
2793980.,51,4,0
29227.,50,3,1
5241.,23,1,0
82550.,34,2,0
82626.,36,3,0
472850.,57,4,1
22278.,30,4,1
264221.,63,4,1
2928392.,66,5,0
88129.,24,4,0
10796.,39,2,0
189625.,49,3,0
55794.,49,1,1
29097.,55,2,0
419293.,36,4,0
2836106.,57,4,1
528697.,45,5,0
4060.,80,1,1
196694.,34,2,1
84658.,28,2,0
102620.,43,2,1
28530.,61,3,1
760.,26,2,0
121877.,37,2,1
45129.,64,1,1
452756.,52,2,1
40283.,68,5,1
146300.,47,2,1
21951.,38,5,1
49012.,47,1,1
31531.,48,2,0
19737.,30,2,1
498095.,45,4,1
55341.,37,3,1
84723.,36,3,1
186874.,33,4,0
19596.,37,1,1
15615.,31,2,0
15554.,30,2,1
134042.,43,5,1
16329.,32,1,1
26692.,38,2,1
11564.,28,1,0
115818.,31,4,1
62182.,24,4,0
3520.,28,2,1
142038.,53,4,1
1496.,23,4,0
102920.,59,3,1
127299.,57,1,0
38557.,34,2,0
4922.,29,3,1
176642.,32,4,1
1611.,24,2,1
222865.,59,3,1
15986.,30,3,1
674034.,49,3,0
108380.,53,5,1
29462.,44,4,1
305330.,51,5,1
28135.,22,2,0
212026.,50,4,1
194680.,35,4,1
201156.,61,3,0
157115.,62,2,1
315856.,61,1,1
57619.,56,3,0
344671.,34,4,1
327760.,55,2,0
665608.,47,2,0
2059.,23,4,0
202615.,68,3,0
3955.,24,3,0
61302.,58,3,0
125255.,49,2,1
247768.,25,5,1
11506.,25,4,0
362444.,53,5,1
125947.,51,2,1
167188.,36,4,0
302617.,49,2,0
130763.,57,1,1
79539.,37,2,1
13678.,26,3,0
209247.,79,5,0
32164.,29,4,1
17069.,27,4,0
4560.,24,3,0
124472.,38,2,0
1104485.,65,4,1
30000.,53,3,1
2803.,27,3,0
752042.,50,3,1
28303.,42,3,0
1163950.,40,2,1
2621.,25,3,0
13738.,22,3,0
7524.,54,4,1
56734.,39,1,0
30415.,46,2,1
299564.,71,3,1
52553.,53,3,0
224303.,48,5,1
54169.,33,3,0
216902.,51,2,0
119078.,32,4,1
2543.,27,3,1
26342.,29,2,0
8849.,30,2,0
70381.,31,2,1
292606.,39,3,1
15380.,28,4,0
61691.,33,3,0
2268368.,37,4,1
350405.,46,4,0
24449.,27,3,0
331152.,56,4,1
112020.,49,2,1
7133.,51,3,1
154580.,31,3,1
60632.,25,4,0
19492.,35,1,1
83031.,52,1,1
260295.,44,3,0
848329.,58,2,1
240108.,60,5,1
79548.,56,3,1
57144.,39,1,0
78905.,48,2,1
482815.,61,3,1
123362.,45,4,1
3158.,22,1,1
22038.,46,1,1
5275.,23,1,1
48983.,30,2,0
2210.,23,3,0
20230.,22,3,0
43220.,31,3,0
50685.,43,5,0
812155.,54,2,1
476874.,40,2,0
123121.,51,3,0
30239.,24,4,0
1421913.,58,4,1
55548.,30,4,1
37636.,44,2,0
1422958.,59,3,0
62549.,53,2,0
159586.,67,2,1
1748.,23,4,0
346516.,42,5,0
2263.,26,3,0
19940.,46,2,1
58714.,53,2,0
22649.,28,5,1
154167.,73,5,1
125126.,59,2,1
21589.,36,5,0
15543.,30,3,1
96598.,45,4,1
37341.,32,2,0
1536097.,45,4,1
10057.,21,2,1
28716.,35,4,1
1032526.,53,4,0
25611.,43,3,1
161570.,48,1,1
351424.,50,3,0
311810.,46,5,1
570709.,41,2,1
118440.,52,3,0
14597.,62,3,1
111270.,68,4,0
72367.,25,4,0
313796.,57,3,0
7109.,24,4,0
94571.,72,2,1
267090.,56,4,0
217545.,43,2,0
371300.,44,3,1
32828.,62,5,1
29281.,36,4,1
595498.,56,4,0
289236.,44,2,1
71217.,47,2,1
37688.,59,3,0
178807.,49,4,1
150152.,40,4,1
94605.,51,3,0
23346.,49,2,0
29030.,61,2,1
368587.,44,2,1
24638.,46,4,1
147909.,55,4,1
133672.,51,3,0
99470.,56,3,1
57082.,45,1,0
979497.,40,5,1
39514.,56,4,1
556555.,60,2,1
687179.,40,3,1
192909.,61,4,1
554790.,68,4,1
215376.,47,5,1
862920.,43,5,1
7206.,23,1,0
369548.,52,3,1
3799.,22,3,0
1042580.,50,3,0
651525.,32,4,1
1622.,24,2,0
42933.,44,2,1
195351.,51,5,0
6076.,29,4,1
143133.,34,2,1
80172.,29,4,0
43762.,62,2,1
30956.,30,2,0
18103.,59,2,1
47989.,35,4,0
194010.,49,2,1
8692.,27,3,0
6044.,52,3,1
130788.,33,4,0
163443.,33,3,0
189181.,44,5,0
193956.,58,3,0
7272.,25,4,0
80604.,39,2,1
3135.,21,3,0
2891.,24,3,0
14538.,33,2,0
91556.,43,2,1
212673.,40,3,1
673567.,50,2,1
59138.,60,4,0
229734.,59,4,1
63223.,31,3,0
528915.,49,5,1
221428.,31,5,1
2470.,23,3,0
653164.,50,2,1
190864.,50,2,1
491387.,53,3,1
200933.,41,1,1
34817.,56,3,0
20319.,26,3,0
63857.,41,5,1
66284.,48,2,0
18751.,28,1,0
356757.,58,4,1
175753.,58,1,1
272595.,46,2,1
68997.,34,5,1
1340.,67,3,1
99528.,59,2,1
53790.,45,3,1
166353.,65,2,1
118205.,35,4,0
1433376.,64,3,1
73988.,37,3,0
85768.,41,3,0
142035.,47,3,0
1424788.,53,3,0
134686.,59,3,1
204531.,54,2,1
1065.,22,3,0
44064.,37,1,1
2756.,25,2,0
472998.,40,5,1
544543.,61,5,0
127043.,64,4,0
13976.,28,4,0
406760.,54,2,1
796673.,56,3,1
16052.,33,2,1
4095.,24,1,0
8091.,27,4,1
40353.,49,2,0
219488.,64,1,1
925973.,47,3,1
189957.,31,2,0
71098.,52,3,1
292993.,36,4,0
381597.,49,4,0
27649.,56,4,1
11911.,34,1,1
151226.,43,5,1
19373.,24,2,0
59999.,55,2,1
243161.,57,1,0
1004445.,53,3,0
17442.,31,2,0
602996.,51,4,0
48481.,64,2,1
84129.,49,4,1
32192.,29,4,1
18664.,22,3,0
610769.,40,4,1
1088.,26,4,0
343951.,32,3,0
288881.,59,4,1
3621.,24,2,0
189592.,49,1,1
19692.,33,1,0
470601.,46,2,1
4262.,43,2,1
18083.,23,4,0
195330.,56,3,0
1085560.,47,5,1
75643.,30,2,0
46858.,59,5,1
281025.,39,2,0
300022.,58,2,0
120295.,61,3,0
312959.,46,3,1
290235.,66,4,1
23959.,29,2,1
710.,22,2,0
91220.,57,4,1
19885.,24,4,0
2785.,23,1,0
32328.,38,2,1
27109.,30,4,0
2339.,21,3,0
102872.,43,5,1
7158.,52,2,1
191838.,52,3,1
152649.,31,2,1
78765.,51,3,0
52143.,67,2,1
116071.,55,3,1
68708.,62,3,1
655933.,60,3,1
120906.,44,4,1
11072.,24,2,0
20537.,34,5,0
92562.,41,3,0
202542.,46,2,0
4231.,24,2,0
243323.,57,4,1
27818.,42,4,0
484985.,51,4,1
66127.,43,2,1
138554.,31,2,1
451472.,45,2,1
20143.,28,3,1
140756.,30,5,0
123399.,43,3,1
1251616.,54,2,0
31510.,57,4,1
24848.,22,4,0
500.,21,2,0
55909.,49,2,0
106700.,48,3,1
22418.,23,3,0
77886.,51,3,0
162730.,58,2,1
159576.,58,2,1
2658.,21,3,0
75794.,40,5,1
451180.,52,2,1
76152.,37,3,1
75372.,56,3,0
35978.,66,2,1
18593.,45,4,1
50883.,76,5,1
71082.,62,2,0
163813.,51,2,1
926660.,42,2,0
1031036.,43,3,1
1893823.,39,5,1
12773.,21,2,0
25213.,46,3,1
216329.,41,1,1
72217.,37,3,1
50087.,26,2,1
11134.,24,2,1
480966.,45,4,1
405.,28,2,1
226188.,38,5,0
121909.,31,4,0
19015.,33,1,0
121365.,42,2,1
133851.,57,2,1
801494.,43,2,1
448611.,49,3,0
173057.,47,4,1
576744.,78,4,0
1016536.,62,5,0
69819.,34,5,1
168338.,54,3,1
30306.,31,2,1
649011.,55,2,1
196944.,60,4,1
442073.,45,1,1
30268.,29,3,0
3973.,26,2,1
328619.,50,2,1
228166.,36,3,1
18465.,58,2,0
114047.,53,3,0
148494.,61,2,1
147233.,48,5,1
64058.,51,3,1
28264.,55,3,0
2894348.,51,2,0
67517.,78,2,1
631963.,60,3,0
342489.,47,4,1
105193.,32,3,0
29238.,59,2,1
38160.,49,3,1
69275.,35,4,0
273458.,59,2,0
1970811.,49,2,1
306179.,63,5,1
84772.,30,4,1
263213.,60,2,1
20935.,27,4,0
31728.,62,3,1
59103.,35,4,0
575873.,37,5,1
47593.,59,3,1
264448.,31,2,1
136333.,54,3,0
122282.,48,1,1
128245.,63,3,1
258222.,52,2,1
148579.,50,3,0
46546.,38,2,0
6349.,29,5,1
59217.,61,2,1
59297.,37,2,0
787789.,40,3,0
67710.,31,4,1
47163.,39,1,1
155158.,57,5,0
361440.,34,4,0
595144.,56,5,1
55486.,38,4,1
334722.,31,3,1
481305.,62,5,1
95947.,34,4,1
25134.,62,1,1
210812.,42,2,0
4250.,25,2,0
2335.,21,3,0
143578.,76,5,1
1388229.,63,4,1
33864.,60,2,0
74954.,39,3,1
473444.,56,2,1
80790.,62,3,1
32597.,54,2,1
198197.,54,4,1
956284.,65,3,1
415355.,52,2,1
1633049.,67,4,1
143266.,49,3,1
232884.,53,5,1
22943.,36,4,1
44876.,33,2,0
14973.,24,3,0
180043.,34,5,1
110494.,31,5,0
9115.,34,4,0
11365.,28,3,0
476928.,50,3,1
1854.,25,2,0
143299.,39,2,1
13100.,60,2,1
37356.,37,1,0
49540.,32,5,1
82982.,43,2,0
629456.,48,5,1
41418.,34,3,1
6676.,21,1,0
171276.,30,5,1
921340.,57,5,0
60220.,54,4,0
74531.,46,2,1
135670.,39,3,1
163976.,45,4,1
204214.,58,2,1
46925.,28,4,1
10996.,51,1,1
136582.,32,5,0
29210.,34,1,0
85956.,50,1,1
25374.,38,4,1
698579.,45,5,1
1850088.,55,3,1
149413.,54,3,1
4133.,24,2,0
84895.,41,4,1
10470.,46,1,0
327433.,55,2,1
81650.,37,1,1
69384.,52,4,1
829762.,54,5,0
127874.,47,5,1
16263.,34,2,1
22616.,33,2,1
43538.,56,5,1
1114.,23,3,0
5103.,36,2,1
416043.,63,2,0
39075.,52,2,1
111899.,30,2,1
49317.,60,4,1
1834740.,57,2,1
2700.,26,2,1
17203.,47,4,1
71229.,30,4,0
121329.,44,5,1
496915.,53,1,1
36865.,38,5,1
52244.,24,2,0
844989.,79,5,1
101384.,35,4,1
22471.,32,5,1
61207.,49,4,1
66846.,40,3,1
192946.,54,1,1
61935.,32,4,1
464464.,48,2,1
76740.,30,3,0
242061.,44,3,1
97349.,71,4,1
682275.,47,4,1
32617.,58,3,1
161599.,57,2,1
3158.,25,3,0
32457.,34,4,0
83541.,56,2,1
282689.,33,5,1
72924.,45,4,1
532261.,60,4,1
1934.,21,2,0
18679.,36,1,0
54862.,43,1,1
43188.,39,3,0
1305.,23,3,0
49242.,23,3,0
2705.,21,3,0
136235.,32,3,0
6943.,37,3,1
32706.,38,2,0
15352.,21,2,0
83983.,38,4,1
24066.,30,2,0
56350.,51,5,1
8186.,26,4,0
37691.,57,2,0
116674.,57,2,0
1210923.,60,3,1
144523.,36,3,1
74906.,34,5,1
28446.,52,1,1
35858.,38,4,1
60275.,43,2,1
66106.,37,3,0
357692.,31,2,1
36763.,51,2,0
61324.,34,4,0
33622.,31,1,0
54201.,38,2,1
727997.,59,5,1
121413.,50,3,1
141830.,44,3,0
22961.,25,2,1
66314.,49,4,1
5820.,28,4,0
236142.,45,2,0
46163.,31,3,0
22661.,21,1,0
910255.,65,3,1
55785.,33,2,0
162835.,60,2,0
297226.,49,2,0
441901.,55,3,1
78588.,37,2,0
18629.,21,3,0
86351.,54,5,1
97473.,43,2,0
47336.,48,1,1
97269.,32,4,1
3460661.,50,4,1
1345806.,62,5,1
23849.,27,5,0
1203433.,62,4,0
47753.,42,2,1
17486.,30,3,1
636391.,65,4,1
88859.,42,5,1
131768.,72,2,1
120097.,43,3,1
135392.,45,3,1
125199.,33,2,1
147997.,36,4,1
90399.,40,5,1
21903.,21,2,0
157357.,30,4,1
4786.,27,4,0
5947.,26,5,0
240570.,34,4,0
1375528.,58,3,1
3544.,23,2,0
11927.,21,1,0
31321.,32,3,0
23123.,23,3,0
4627.,33,3,1
198686.,52,4,0
461245.,60,5,1
69314.,49,1,1
14239.,31,2,1
17470.,60,2,1
107721.,35,3,1
182466.,55,1,1
179691.,49,2,1
12986.,31,3,0
184785.,72,3,1
7697.,24,3,1
45196.,68,4,1
2198.,28,3,0
58942.,39,2,0
120176.,45,2,0
15021.,46,5,1
144544.,42,2,0
605861.,48,1,1
102864.,36,5,1
26194.,37,1,1
329580.,44,3,0
25422.,37,3,1
1287880.,47,5,0
753713.,67,3,1
5522.,51,2,1
7256.,31,3,0
116945.,47,2,1
393377.,53,1,1
112671.,49,4,1
3975.,23,2,0
9354.,26,2,1
15463.,42,4,0
361031.,44,3,0
14705.,23,3,0
6850594.,39,5,0
3531.,21,2,0
6177.,22,4,0
9800.,38,3,1
76612.,65,3,1
43432.,37,1,0
23929.,37,2,1
184240.,30,3,0
272393.,63,4,1
288955.,36,3,0
76042.,38,2,1
30451.,63,2,1
11513.,29,2,0
1463.,25,3,0
154534.,48,2,0
27206.,28,4,1
34680.,55,4,1
54249.,29,4,0
229702.,46,3,0
96746.,52,5,0
698449.,56,4,1
187303.,49,2,1
76402.,36,4,0
467284.,35,4,1
612109.,63,2,0
18583.,36,3,1
460426.,65,5,1
579861.,48,1,1
56179.,57,2,1
193076.,59,3,0
139434.,65,5,1
60811.,54,5,0
53962.,31,2,0
399869.,56,3,0
735762.,49,3,1
13176.,25,3,0
2500.,25,1,0
96190.,61,3,1
240572.,27,3,1
77423.,33,4,0
211018.,45,4,1
44464.,49,1,0
163567.,39,5,1
26328.,46,4,0
27654.,35,2,0
181818.,45,3,1
147651.,60,5,1
84284.,31,2,0
196472.,63,2,1
28454.,34,4,0
139111.,58,3,0
173032.,40,3,0
52140.,58,2,1
16822.,27,3,0
349454.,52,2,1
69119.,33,1,1
3965.,26,4,0
127618.,42,4,1
384569.,56,3,0
511873.,58,2,1
46792.,64,2,1
5047.,25,2,0
7128.,34,4,1
108754.,35,3,1
84928.,44,4,1
53397.,52,2,1
62423.,52,5,0
9886.,29,4,1
328983.,66,2,1
1855.,23,3,0
222192.,33,2,0
195851.,38,5,1
65330.,64,5,1
1431630.,45,5,1
445236.,46,3,1
1005.,26,1,0
6507.,40,4,1
28813.,39,3,1
21576.,30,4,1
13460.,24,3,0
403105.,80,5,1
30706.,27,3,0
4252.,34,3,0
162854.,61,2,0
3134612.,60,4,1
224654.,49,2,1
41143.,36,2,1
339735.,58,3,1
1408.,27,3,0
603542.,54,4,1
10993.,23,2,0
29057.,22,3,0
201358.,61,2,1
48967.,40,3,0
6741.,26,3,1
72217.,45,3,1
38321.,36,2,0
274597.,54,2,1
80151.,44,5,1
185007.,68,3,1
2617761.,57,4,1
132945.,41,1,1
4672.,26,3,0
123797.,71,4,1
27847.,26,2,1
15947.,30,3,1
4035.,24,4,0
250105.,45,2,0
157665.,55,2,0
299923.,43,2,1
1164.,24,2,0
232593.,47,4,1
451579.,67,2,0
107204.,31,3,1
127769.,47,5,1
8679.,27,3,0
528806.,64,2,0
149969.,53,2,1
3015.,25,3,0
412709.,42,4,0
25865.,65,1,1
14773.,27,4,0
8558.,27,3,0
25239.,31,4,1
14243.,37,1,1
6644.,35,4,0
24499.,36,2,0
7353.,29,4,1
63211.,33,4,0
16569.,31,3,0
1958576.,48,5,1
4292.,25,4,0
396137.,53,5,0
26135.,71,3,1
44944.,41,1,0
175357.,60,5,1
5448.,21,2,0
672881.,41,4,1
65654.,64,2,1
497680.,56,3,1
6028.,28,3,1
168660.,35,4,1
30861.,53,3,1
58597.,27,2,0
103266.,61,2,1
120261.,39,2,0
1146936.,63,5,1
151630.,43,4,1
109170.,30,3,0
237148.,49,1,1
11115.,25,2,0
4903.,27,4,0
282441.,44,3,1
41722.,55,2,0
1003838.,49,1,0
84941.,49,2,1
31435.,63,2,1
7650.,37,4,0
59809.,37,4,0
22062.,25,2,0
477722.,51,1,1
73749.,36,5,1
39817.,37,3,1
15266.,79,3,1
90966.,58,3,1
122645.,57,3,1
106253.,32,4,1
435761.,48,4,1
19652.,21,2,0
647197.,49,2,1
409311.,62,3,1
93573.,46,3,1
164222.,61,4,1
2790687.,51,5,1
1740030.,68,5,1
8742.,28,2,0
218881.,43,3,1
46246.,31,5,0
187004.,52,2,1
56403.,51,1,1
215387.,43,5,0
565195.,51,4,1
631950.,55,5,1
31183.,27,1,1
302576.,59,1,1
566922.,55,2,1
474673.,46,2,1
964885.,56,4,1
100359.,54,3,0
127104.,44,3,1
871360.,52,4,1
117570.,36,3,1
139255.,57,5,1
72134.,46,4,1
62815.,40,3,0
46227.,34,4,0
473360.,44,4,1
39903.,38,3,0
325952.,58,5,1
883938.,58,2,1
440054.,55,3,1
4439.,36,3,0
17906.,28,2,0
80068.,54,3,1
71411.,49,2,1
34458.,50,3,1
3067.,34,2,0
310800.,45,5,1
133492.,27,5,1
42047.,62,2,1
112549.,55,3,0
176107.,32,2,0
82317.,52,3,0
2496000.,52,5,0
27437.,30,2,1
4372.,23,2,0
40876.,22,3,0
257358.,38,5,1
81201.,41,2,1
29063.,38,2,1
2034778.,49,5,1
35616.,72,5,1
44118.,46,4,1
8940.,23,2,1
13360.,65,2,1
246322.,50,4,1
45984.,31,4,0
611971.,64,1,1
329614.,55,2,0
14571.,33,3,1
594556.,34,3,1
82664.,57,3,1
119811.,42,4,1
278945.,61,3,0
46822.,33,4,0
58086.,58,4,1
443698.,54,2,1
73962.,47,4,1
2361398.,56,3,1
941646.,62,2,1
149819.,59,3,1
43013.,34,3,0
18072.,26,3,0
30978.,37,2,0
1046.,28,3,0
21463.,38,3,1
2373.,27,2,0
426904.,46,3,0
5083.,21,2,0
578216.,51,2,0
64385.,75,2,0
1951.,21,3,0
60971.,47,5,1
117538.,58,4,1
88498.,40,2,0
44571.,29,4,0
4880.,25,3,0
224809.,34,3,0
68239.,52,1,1
73253.,51,2,1
53572.,26,3,1
372007.,44,5,1
143249.,48,2,1
442388.,37,3,1
81139.,38,5,1
133768.,41,1,0
215054.,39,4,1
24181.,46,1,0
1839004.,75,4,1
108263.,58,5,1
142578.,40,3,1
3677.,38,3,0
9808.,53,2,1
287469.,54,2,1
1247528.,43,4,0
196667.,43,5,1
11171.,40,2,0
20724.,25,4,0
75957.,80,2,0
208778.,63,4,1
78263.,41,2,1
33963.,29,2,0
50223.,80,1,0
1183601.,57,4,0
111704.,44,3,0
92305.,43,4,1
12387.,27,2,0
264545.,48,4,1
19888.,67,4,0
10176.,30,2,0
15449.,33,1,0
67159.,53,2,1
154085.,59,3,1
95118.,30,4,0
954575.,52,5,1
16495.,38,2,0
74473.,67,4,1
3921.,22,2,0
663476.,66,4,1
13268.,26,2,0
264516.,51,4,1
16726.,34,1,0
42939.,43,5,1
52049.,36,4,0
2050.,24,3,0
205238.,53,2,1
192626.,52,2,1
14441.,58,2,1
14498.,30,4,0
115073.,58,1,1
490826.,65,5,1
122226.,49,2,1
56594.,50,2,1
127286.,42,2,0
499300.,57,5,1
17498.,27,4,1
95708.,32,3,0
16545.,24,4,0
75621.,52,2,0
3092723.,45,5,1
34865.,28,4,1
7149.,29,3,1
64645.,55,3,1
313722.,49,3,1
2934.,24,3,0
1237004.,56,3,1
96757.,36,2,1
340804.,54,2,1
98037.,60,2,1
9361.,28,2,0
3372236.,42,4,1
66742.,61,4,1
1446311.,42,4,1
20986.,36,2,1
2392.,23,3,0
266793.,42,4,1
24305.,21,3,0
128528.,60,3,1
7329.,50,3,0
127283.,51,3,1
27181.,30,2,0
8307.,29,1,0
161077.,38,4,1
204626.,58,5,1
1423752.,50,5,1
545640.,55,3,0
414693.,39,2,1
120919.,55,2,0
1137347.,45,4,0
13597.,26,4,0
698717.,60,2,1
9344.,25,4,0
20210.,30,3,0
641675.,55,4,1
46515.,38,5,1
4650.,24,3,0
27861.,55,2,0
181866.,68,2,1
183380.,63,2,1
231118.,63,5,1
223041.,70,2,1
460745.,54,5,1
219495.,40,4,1
816731.,58,4,0
133142.,38,4,1
551986.,45,4,0
265958.,42,5,1
9887.,38,3,1
165265.,40,2,1
28304.,27,4,0
37474.,46,2,1
71151.,67,5,1
17615.,25,1,1
155534.,57,3,1
136764.,52,2,1
50948.,48,2,0
43292.,33,4,0
434837.,53,1,1
15067.,27,2,1
313726.,41,4,1
570570.,50,5,1
38036.,24,3,1
495371.,64,5,1
15875.,34,5,1
3155.,40,1,1
153847.,50,3,0
4241.,22,2,0
777002.,56,4,1
443927.,40,2,1
48471.,40,4,1
154171.,72,5,1
5605.,27,2,1
23847.,44,3,0
160792.,62,4,1
9060.,22,4,0
10726.,25,2,0
99506.,53,3,0
493414.,71,5,1
188339.,60,2,1
8202.,29,2,1
62293.,32,2,0
87082.,56,2,1
128973.,60,2,1
421342.,32,4,1
117708.,55,2,1
1364427.,72,5,1
40504.,34,3,1
25202.,37,3,0
31853.,26,3,0
4726.,22,2,0
156121.,48,4,1
17995.,22,1,1
2243.,30,4,1
335822.,55,4,1
52205.,68,4,0
100074.,35,4,1
5760.,23,4,0
263890.,46,2,0
2719.,21,2,0
16850.,44,1,1
12303.,25,3,1
185630.,36,1,1
53698.,35,2,1
1032325.,50,4,1
266025.,47,4,1
30398.,28,4,0
23580.,36,3,1
20742.,28,3,1
11645.,37,1,0
54094.,31,2,0
550791.,56,2,1
21720.,29,4,1
572336.,58,1,0
215997.,52,5,1
8712.,38,3,1
76726.,53,5,1
243507.,35,5,1
258802.,46,4,1
28229.,37,3,0
326348.,44,2,1
53424.,39,2,1
298386.,43,2,0
19021.,34,3,1
60698.,26,4,1
16949.,56,2,1
72116.,23,3,0
216184.,42,1,1
129110.,55,3,0
11117.,29,5,1
101040.,41,4,0
20530.,21,2,0
44835.,45,3,1
170252.,38,2,0
106832.,37,2,1
27140.,57,2,0
722.,24,2,0
566401.,46,2,1
2332.,23,4,0
645359.,46,5,1
282221.,64,2,1
12041.,24,1,0
5630.,27,2,0
139478.,61,5,1
38890.,51,4,1
23040.,48,2,1
22354.,28,4,0
47370.,34,1,0
197984.,59,3,1
23371.,65,4,1
431975.,45,4,1
99400.,36,2,1
30622.,54,4,1
7162.,25,2,0
795643.,50,3,1
41352.,38,4,1
685369.,44,4,1
831.,22,3,0
246847.,45,5,1
4959.,24,4,0
601917.,52,1,1
496009.,37,3,0
4940.,21,3,1
23539.,66,1,1
88822.,30,3,0
12831.,30,3,0
7059.,23,3,0
123009.,59,1,1
182736.,43,5,1
10263.,27,2,0
328062.,53,4,1
121199.,33,2,0
28466.,40,2,1
5410.,24,2,0
39499.,65,5,1
16165.,25,2,1
106303.,43,3,1
51125.,40,4,0
27192.,42,4,1
4383.,29,3,1
282582.,54,4,1
123935.,40,2,1
23906.,65,2,1
133491.,51,2,1
440886.,47,4,0
286872.,63,4,1
713771.,50,4,1
100509.,40,2,1
48097.,35,1,1
7267.,25,3,1
278747.,64,2,0
89694.,30,2,0
417936.,54,4,1
11910.,28,2,1
37561.,21,2,0
83690.,68,4,1
78826.,34,3,0
32544.,44,2,1
692998.,53,3,1
44034.,58,2,1
13728.,27,5,0
122514.,45,3,1
27705.,36,2,0
274863.,55,2,0
98361.,48,3,0
110681.,45,2,0
65925.,33,1,0
21472.,29,3,0
331288.,67,4,0
42220.,67,3,1
187926.,68,5,1
11169.,34,4,1
49238.,31,4,1
4797.,25,3,0
32629.,33,4,0
69985.,43,2,1
670185.,41,4,1
457338.,59,5,1
86169.,38,3,0
5009.,23,2,1
298552.,58,2,1
8368.,28,5,0
67423.,32,2,1
25281.,55,2,0
211507.,32,2,0
83218.,32,2,1
125343.,48,2,1
4256602.,50,5,0
3892.,26,1,1
18336.,32,4,0
232260.,40,2,0
19175.,28,2,1
1767183.,54,4,1
37177.,34,4,1
461599.,41,4,0
138715.,51,2,1
142014.,35,5,1
10227.,34,1,0
6418.,24,4,0
525546.,68,3,1
35598.,55,3,1
179144.,55,2,1
1326065.,60,1,0
203264.,44,3,0
1276301.,40,3,1
53630.,40,1,1
483993.,69,5,1
12095.,29,2,1
325034.,49,4,1
483305.,47,3,0
573407.,39,4,1
299302.,56,2,1
6514.,25,2,0
863005.,36,4,0
50218.,34,4,0
178258.,33,4,1
239925.,51,2,0
822777.,49,5,1
147249.,35,3,0
35494.,31,5,1
288746.,64,3,1
361304.,44,4,1
255175.,39,5,0
58501.,62,4,0
109940.,23,3,1
197687.,45,5,1
6104.,27,1,1
3269.,26,1,0
184919.,58,3,1
80132.,30,4,1
217549.,35,2,1
68543.,44,3,0
18654.,55,3,1
2184.,24,1,0
178692.,32,3,1
93132.,54,2,1
6990.,25,2,1
21780.,32,3,1
6236.,26,1,0
2271.,26,2,0
21058.,33,3,1
37863.,56,4,1
36083.,23,2,0
454443.,48,1,0
16438.,33,3,1
91915.,56,3,0
11678.,36,5,1
9441.,70,1,1
132969.,61,3,0
56330.,32,4,0
181339.,35,3,1
85996.,27,4,0
77440.,30,1,1
64776.,51,1,1
48693.,45,4,0
32216.,33,1,1
17527.,23,2,0
125494.,40,3,1
102139.,54,2,1
397493.,70,5,1
18124.,26,2,0
28672.,25,4,0
427123.,64,3,0
16272.,35,2,0
542.,23,1,0
16500.,33,4,1
633906.,45,4,1
270.,29,2,1
52487.,26,2,0
115920.,53,5,1
968287.,61,3,1
84970.,43,3,1
2314912.,56,4,0
19853.,25,5,0
43030.,42,2,1
253698.,32,2,0
265574.,33,2,1
110170.,62,3,1
9576.,21,2,0
15178.,31,2,1
54040.,44,2,1
264731.,51,4,1
62051.,34,2,1
83507.,33,3,1
164581.,40,2,1
79865.,42,2,1
50755.,34,3,1
28361.,43,1,0
43408.,46,2,0
62325.,37,5,0
31047.,30,3,1
634268.,50,1,1
56029.,26,4,0
242799.,35,4,1
64698.,43,1,0
13460.,32,4,1
33648.,36,3,1
16772.,27,1,0
300851.,42,3,1
88048.,25,4,0
31999.,42,1,1
10560.,29,4,0
76187.,33,3,1
162031.,33,4,0
4483344.,68,4,1
12308.,23,2,0
2507.,25,1,0
13860.,25,2,0
35228.,35,5,1
84839.,31,3,1
10384.,27,4,1
370232.,72,4,0
406111.,58,4,1
21486.,34,2,0
326798.,60,4,1
999220.,48,4,1
26160.,32,3,0
93898.,36,2,1
22868.,34,3,1
21675.,33,3,1
99993.,34,5,1
179162.,31,4,1
493306.,72,2,0
153454.,57,2,1
124383.,59,3,1
13668.,22,2,0
9380.,26,3,0
37239.,35,2,1
595039.,45,5,1
432536.,48,5,0
814303.,40,2,1
16158.,60,2,0
12257.,24,3,0
106175.,42,1,1
237434.,49,2,1
116287.,45,4,1
34801.,33,2,0
795147.,40,4,1
107182.,49,2,1
353138.,35,5,1
2786.,31,4,0
87808.,42,3,1
130846.,66,3,1
262433.,34,3,0
148332.,33,4,1
63243.,41,5,1
29736.,44,4,0
43254.,55,3,0
33285.,35,2,1
3588.,24,2,1
12671.,33,1,1
2491.,27,2,1
65646.,35,2,1
2404.,25,2,0
